# 0.551136
LHPLU	0	1	0	0	5	null	UCVCLVrIVICIV	ITEM/0.559552
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.992720
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.990437
10/EA	0	0	0	0	5	-	$	PRICE/0.683487
$	0	0	0	1	1	10/EA	28.88	DES/0.874946
28.88	1	0	0	1	5	$	.	PRICE/0.992229

# 0.320498
UNV10301	0	0	1	0	8	.	BX	ITEM/0.944029
BX	0	1	0	1	2	UNV10301	6	UM/0.986306
6	1	0	0	0	1	BX	SEC.	QTY/0.983923
SEC.	0	0	1	0	4	6	BLUE	PRICE/0.667112
BLUE	0	1	0	0	4	SEC.	CLASS.	DES/0.946057
CLASS.	0	0	0	0	6	BLUE	FOLDERS	DES/0.953642
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.989043
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.990437
10/EA	0	0	0	0	5	-	$	PRICE/0.683487
$	0	0	0	1	1	10/EA	18.95	DES/0.874946
18.95	1	0	0	1	5	$	.	PRICE/0.992229

# 0.319631
UNV10272	0	0	1	0	8	.	BX	ITEM/0.944029
BX	0	1	0	1	2	UNV10272	6	UM/0.986306
6	1	0	0	0	1	BX	SEC.	QTY/0.983923
SEC.	0	0	1	0	4	6	GRAY	PRICE/0.667112
GRAY	0	1	0	0	4	SEC.	CLASS.	DES/0.946057
CLASS.	0	0	0	0	6	GRAY	FOLDERS	DES/0.953642
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.989043
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.991317
10/EA	0	0	0	0	5	-	$	PRICE/0.680639
$	0	0	0	1	1	10/EA	18.99	DES/0.875026
18.99	1	0	0	1	5	$	.	PRICE/0.992714

# 0.386089
UNV10271	0	0	1	0	8	.	BX	ITEM/0.944029
BX	0	1	0	1	2	UNV10271	6	UM/0.986306
6	1	0	0	0	1	BX	SEC.	QTY/0.984076
SEC.	0	0	1	0	4	6	GREEN	PRICE/0.792155
GREEN	0	1	0	0	5	SEC.	CLASS.	DES/0.992027
CLASS.	0	0	0	0	6	GREEN	FOLDERS	DES/0.921714
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.992560
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.991317
10/EA	0	0	0	0	5	-	$	PRICE/0.680639
$	0	0	0	1	1	10/EA	18.99	DES/0.875026
18.99	1	0	0	1	5	$	.	PRICE/0.992714

# 0.164079
UNV10303	0	0	1	0	8	.	BX	ITEM/0.944029
BX	0	1	0	1	2	UNV10303	6	UM/0.986306
6	1	0	0	0	1	BX	SEC.	QTY/0.983923
SEC.	0	0	1	0	4	6	RUBY	DES/0.523679
RUBY	0	1	0	0	4	SEC.	RED	DES/0.697510
RED	0	1	0	0	3	RUBY	CLASS.	DES/0.999279
CLASS.	0	0	0	0	6	RED	FOLDERS	DES/0.844979
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.988089
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.990437
10/EA	0	0	0	0	5	-	$	PRICE/0.683487
$	0	0	0	1	1	10/EA	18.95	DES/0.874946
18.95	1	0	0	1	5	$	.	PRICE/0.992229

# 0.373810
UNV10304	0	0	1	0	8	.	BX	ITEM/0.944029
BX	0	1	0	1	2	UNV10304	6	UM/0.986306
6	1	0	0	0	1	BX	SEC.	QTY/0.989725
SEC.	0	0	1	0	4	6	YELLOW	PRICE/0.762144
YELLOW	0	1	0	0	6	SEC.	CLASS.	DES/0.972298
CLASS.	0	0	0	0	6	YELLOW	FOLDERS	DES/0.938265
FOLDERS	0	1	0	0	7	CLASS.	-	DES/0.992720
-	0	0	0	0	1	FOLDERS	10/EA	DES/0.990437
10/EA	0	0	0	0	5	-	$	PRICE/0.683487
$	0	0	0	1	1	10/EA	18.95	DES/0.874946
18.95	1	0	0	1	5	$	.	PRICE/0.992229

# 0.347041
EVEEN91	0	0	1	0	7	.	BX	ITEM/0.827779
BX	0	1	0	0	2	EVEEN91	BATTERY,	UM/0.877373
BATTERY,	0	0	0	0	8	BX	AA	DES/0.981472
AA	0	1	0	0	2	BATTERY,	-	UM/0.629250
-	0	0	0	0	1	AA	24/EA	DES/0.953854
24/EA	0	0	0	0	5	-	$	PRICE/0.934342
$	0	0	0	1	1	24/EA	10.85	DES/0.874946
10.85	1	0	0	1	5	$	.	PRICE/0.992229

# 0.514316
EVEEN92	0	0	1	0	7	.	BX	ITEM/0.827779
BX	0	1	0	0	2	EVEEN92	BATTERY,	UM/0.918345
BATTERY,	0	0	0	0	8	BX	AAA	DES/0.967495
AAA	0	1	0	0	3	BATTERY,	-	DES/0.989457
-	0	0	0	0	1	AAA	24/EA	DES/0.985436
24/EA	0	0	0	0	5	-	$	PRICE/0.826119
$	0	0	0	1	1	24/EA	10.50	DES/0.874946
10.50	1	0	0	1	5	$	.	PRICE/0.992229

# 0.571588
EVEEN93	0	0	1	0	7	.	BX	ITEM/0.827779
BX	0	1	0	0	2	EVEEN93	BATTERY,	UM/0.914462
BATTERY,	0	0	0	0	8	BX	SIZE	DES/0.998000
SIZE	0	1	0	0	4	BATTERY,	C	DES/0.955952
C	0	1	0	0	1	SIZE	-	DES/0.976528
-	0	0	0	0	1	C	12/EA	DES/0.988965
12/EA	0	0	0	0	5	-	$	PRICE/0.908623
$	0	0	0	1	1	12/EA	7.99	DES/0.923596
7.99	1	0	0	1	4	$	.	PRICE/0.976573

# 0.572042
EVEEN95	0	0	1	0	7	.	BX	ITEM/0.827779
BX	0	1	0	0	2	EVEEN95	BATTERY,	UM/0.914462
BATTERY,	0	0	0	0	8	BX	SIZE	DES/0.998000
SIZE	0	1	0	0	4	BATTERY,	D	DES/0.955952
D	0	1	0	0	1	SIZE	-	DES/0.976528
-	0	0	0	0	1	D	12/EA	DES/0.989138
12/EA	0	0	0	0	5	-	$	PRICE/0.921795
$	0	0	0	1	1	12/EA	9.99	DES/0.908351
9.99	1	0	0	1	4	$	.	PRICE/0.979381

# 0.344174
AVE05705	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05705	BINDER,	UM/0.782323
BINDER,	0	0	0	0	7	EA	1/2",	DES/0.986165
1/2",	0	0	0	0	5	BINDER,	BLACK	DES/0.687000
BLACK	0	1	0	0	5	1/2",	VIEW	DES/0.992191
VIEW	0	1	0	0	4	BLACK	$	UM/0.698143
$	0	0	0	1	1	VIEW	2.34	DES/0.984091
2.34	1	0	0	1	4	$	.	PRICE/0.992554

# 0.344174
AVE05706	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05706	BINDER,	UM/0.782323
BINDER,	0	0	0	0	7	EA	1/2",	DES/0.986165
1/2",	0	0	0	0	5	BINDER,	WHITE	DES/0.687000
WHITE	0	1	0	0	5	1/2",	VIEW	DES/0.992191
VIEW	0	1	0	0	4	WHITE	$	UM/0.698143
$	0	0	0	1	1	VIEW	2.34	DES/0.984091
2.34	1	0	0	1	4	$	.	PRICE/0.992554

# 0.533745
AVE05710	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05710	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	1",	DES/0.958352
1",	0	0	0	0	3	BINDER,	BLACK	DES/0.990408
BLACK	0	1	0	0	5	1",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	BLACK	$	UM/0.785692
$	0	0	0	1	1	VIEW	2.79	DES/0.984091
2.79	1	0	0	1	4	$	.	PRICE/0.992554

# 0.474221
AVE05711	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05711	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	1",	DES/0.958352
1",	0	0	0	0	3	BINDER,	WHITE	DES/0.938278
WHITE	0	1	0	0	5	1",	$	DES/0.750843
$	0	0	0	1	1	WHITE	2.79	DES/0.958390
2.79	1	0	0	1	4	$	.	PRICE/0.989195

# 0.344174
AVE05725	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05725	BINDER,	UM/0.782323
BINDER,	0	0	0	0	7	EA	1.5",	DES/0.986165
1.5",	0	0	0	0	5	BINDER,	BLACK	DES/0.687000
BLACK	0	1	0	0	5	1.5",	VIEW	DES/0.992191
VIEW	0	1	0	0	4	BLACK	$	UM/0.698143
$	0	0	0	1	1	VIEW	4.25	DES/0.984091
4.25	1	0	0	1	4	$	.	PRICE/0.992554

# 0.344577
AVE05726	0	0	1	0	8	.	EA	ITEM/0.962632
EA	0	1	0	0	2	AVE05726	BINDER,	UM/0.780769
BINDER,	0	0	0	0	7	EA	1.5",	DES/0.986204
1.5",	0	0	0	0	5	BINDER,	WHITE	DES/0.687079
WHITE	0	1	0	0	5	1.5",	VIEW	DES/0.992191
VIEW	0	1	0	0	4	WHITE	$	UM/0.698143
$	0	0	0	1	1	VIEW	4.25	DES/0.984091
4.25	1	0	0	1	4	$	.	PRICE/0.992554

# 0.533745
AVE05730	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05730	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	2",	DES/0.958352
2",	0	0	0	0	3	BINDER,	BLACK	DES/0.990408
BLACK	0	1	0	0	5	2",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	BLACK	$	UM/0.785692
$	0	0	0	1	1	VIEW	4.25	DES/0.984091
4.25	1	0	0	1	4	$	.	PRICE/0.992554

# 0.533745
AVE05731	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05731	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	2",	DES/0.958352
2",	0	0	0	0	3	BINDER,	WHITE	DES/0.990408
WHITE	0	1	0	0	5	2",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	WHITE	$	UM/0.785692
$	0	0	0	1	1	VIEW	3.56	DES/0.984091
3.56	1	0	0	1	4	$	.	PRICE/0.992554

# 0.533745
AVE05740	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05740	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	3",	DES/0.958352
3",	0	0	0	0	3	BINDER,	BLACK	DES/0.990408
BLACK	0	1	0	0	5	3",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	BLACK	$	UM/0.785692
$	0	0	0	1	1	VIEW	6.99	DES/0.984091
6.99	1	0	0	1	4	$	.	PRICE/0.992554

# 0.533745
AVE05741	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE05741	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	3",	DES/0.958352
3",	0	0	0	0	3	BINDER,	WHITE	DES/0.990408
WHITE	0	1	0	0	5	3",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	WHITE	$	UM/0.785692
$	0	0	0	1	1	VIEW	7.85	DES/0.984091
7.85	1	0	0	1	4	$	.	PRICE/0.992554

# 0.450095
AVE07800	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE07800	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	4",	DES/0.969495
4",	0	0	0	0	3	BINDER,	BLUE	DES/0.994747
BLUE	0	1	0	0	4	4",	VIEW	DES/0.860813
VIEW	0	1	0	0	4	BLUE	$	UM/0.760411
$	0	0	0	1	1	VIEW	16.24	DES/0.964354
16.24	1	0	0	1	5	$	.	PRICE/0.997933

# 0.533745
AVE09801	0	0	1	0	8	.	EA	ITEM/0.959745
EA	0	1	0	0	2	AVE09801	BINDER,	UM/0.771960
BINDER,	0	0	0	0	7	EA	4",	DES/0.958352
4",	0	0	0	0	3	BINDER,	WHITE	DES/0.990408
WHITE	0	1	0	0	5	4",	VIEW	DES/0.989015
VIEW	0	1	0	0	4	WHITE	$	UM/0.785692
$	0	0	0	1	1	VIEW	9.49	DES/0.984091
9.49	1	0	0	1	4	$	.	PRICE/0.992554

# 0.345321
IVR15925	0	0	1	0	8	.	EA	ITEM/0.966546
EA	0	1	0	0	2	IVR15925	CALCULATOR,	UM/0.554919
CALCULATOR,	0	0	0	0	11	EA	HANDHELD	DES/0.928537
HANDHELD	0	1	0	0	8	CALCULATOR,	$	DES/0.725783
$	0	0	0	1	1	HANDHELD	5.35	DES/0.966677
5.35	1	0	0	1	4	$	.	PRICE/0.988288

# 0.294299
AVE5870	0	0	1	0	7	.	BX	ITEM/0.741961
BX	0	1	0	0	2	AVE5870	CARDS	UM/0.893322
CARDS	0	1	0	0	5	BX	-	DES/0.995750
-	0	0	0	0	1	CARDS	WHITE	DES/0.986455
WHITE	0	1	0	0	5	-	BUSINESS	DES/0.971356
BUSINESS	0	1	0	0	8	WHITE	-	DES/0.967419
-	0	0	0	0	1	BUSINESS	2000/EA	DES/0.997311
2000/EA	0	0	0	0	7	-	$	DES/0.947343
$	0	0	0	1	1	2000/EA	116.99	DES/0.875127
116.99	1	0	0	1	6	$	.	ITEM/0.581796

# 0.267887
GEO22901	0	0	1	0	8	.	PK	ITEM/0.790752
PK	0	1	0	0	2	GEO22901	CERTIFICATE	UM/0.618633
CERTIFICATE	0	1	0	0	11	PK	PAPER	DES/0.993619
PAPER	0	1	0	0	5	CERTIFICATE	-	DES/0.962040
-	0	0	0	0	1	PAPER	25/EA	DES/0.991830
25/EA	0	0	0	0	5	-	$	PRICE/0.656361
$	0	0	0	1	1	25/EA	6.79	DES/0.906157
6.79	1	0	0	1	4	$	.	PRICE/0.971138

# 0.185882
GEO39087	0	0	1	0	8	.	PK	ITEM/0.935643
PK	0	1	0	0	2	GEO39087	CERTIFICATE,	UM/0.939961
CERTIFICATE,	0	0	0	0	12	PK	AWARD,	DES/0.983476
AWARD,	0	0	0	0	6	CERTIFICATE,	W/	DES/0.720577
W/	0	0	0	0	2	AWARD,	GOLD	DES/0.976773
GOLD	0	1	0	0	4	W/	SEAL	DES/0.931207
SEAL	0	1	0	0	4	GOLD	PAPER	DES/0.955408
PAPER	0	1	0	0	5	SEAL	-	DES/0.993220
-	0	0	0	0	1	PAPER	25/EA	DES/0.979194
25/EA	0	0	0	0	5	-	(SCHOOLS	DES/0.727202
(SCHOOLS	0	0	0	0	8	25/EA	USE	DES/0.939420
USE	0	1	0	0	3	(SCHOOLS	ONLY)	DES/0.987533
ONLY)	0	0	0	0	5	USE	$	DES/0.568623
$	0	0	0	1	1	ONLY)	4.95	DES/0.947238
4.95	1	0	0	1	4	$	.	PRICE/0.971138

# 0.114482
SOU994C	0	0	1	0	7	.	BX	ITEM/0.913987
BX	0	1	0	0	2	SOU994C	CERTIFICATE,	UM/0.978549
CERTIFICATE,	0	0	0	0	12	BX	AWARD,	DES/0.998482
AWARD,	0	0	0	0	6	CERTIFICATE,	IVORY	PRICE/0.519994
IVORY	0	1	0	0	5	AWARD,	W/	DES/0.995536
W/	0	0	0	0	2	IVORY	SILVER	DES/0.973648
SILVER	0	1	0	0	6	W/	-	DES/0.802689
-	0	0	0	0	1	SILVER	15/EA	DES/0.956010
15/EA	0	0	0	0	5	-	(SCHOOLS	DES/0.742580
(SCHOOLS	0	0	0	0	8	15/EA	USE	DES/0.939872
USE	0	1	0	0	3	(SCHOOLS	ONLY)	DES/0.987523
ONLY)	0	0	0	0	5	USE	$	DES/0.519404
$	0	0	0	1	1	ONLY)	27.99	DES/0.932971
27.99	1	0	0	1	5	$	.	PRICE/0.992373

# 0.264455
UNV40304	0	0	1	0	8	.	EA	ITEM/0.900287
EA	0	1	0	0	2	UNV40304	CLIPBOARD,	UM/0.980219
CLIPBOARD,	0	0	0	1	10	EA	8.5	DES/0.986126
8.5	1	0	0	0	3	CLIPBOARD,	X	ITEM/0.496167
X	0	1	1	0	1	8.5	11"	DES/0.925768
11"	0	0	0	0	3	X	LETTER	DES/0.988536
LETTER	0	1	0	0	6	11"	-	DES/0.944364
-	0	0	0	0	1	LETTER	BROWN	DES/0.983295
BROWN	0	1	0	0	5	-	$	DES/0.776850
$	0	0	0	1	1	BROWN	1.44	DES/0.937887
1.44	1	0	0	1	4	$	.	PRICE/0.989195

# 0.267413
UNV72210	0	0	1	0	8	.	PK	ITEM/0.815525
PK	0	1	0	0	2	UNV72210	CLIPS,	UM/0.847963
CLIPS,	0	0	0	0	6	PK	PAPER,	DES/0.830703
PAPER,	0	0	0	0	6	CLIPS,	MEDIUM	PRICE/0.645491
MEDIUM	0	1	0	0	6	PAPER,	-	DES/0.846953
-	0	0	0	1	1	MEDIUM	10	DES/0.998369
10	1	0	0	0	2	-	OF	QTY/0.984930
OF	0	1	1	0	2	10	100/EA	UM/0.983291
100/EA	0	0	0	0	6	OF	$	PRICE/0.965708
$	0	0	0	1	1	100/EA	1.89	DES/0.934070
1.89	1	0	0	1	4	$	.	PRICE/0.976270

# 0.321356
UNV72220	0	0	1	0	8	.	PK	ITEM/0.815525
PK	0	1	0	0	2	UNV72220	CLIPS,	UM/0.847963
CLIPS,	0	0	0	0	6	PK	PAPER,	DES/0.838683
PAPER,	0	0	0	0	6	CLIPS,	JUMBO	PRICE/0.683737
JUMBO	0	1	0	0	5	PAPER,	-	DES/0.956210
-	0	0	0	1	1	JUMBO	10	DES/0.998069
10	1	0	0	0	2	-	OF	QTY/0.980605
OF	0	1	1	0	2	10	100/EA	UM/0.983291
100/EA	0	0	0	0	6	OF	$	PRICE/0.965708
$	0	0	0	1	1	100/EA	4.95	DES/0.934070
4.95	1	0	0	1	4	$	.	PRICE/0.976270

# 0.252022
UNV10220	0	0	1	0	8	.	DZ	ITEM/0.925860
DZ	0	1	0	0	2	UNV10220	CLIPS,	DES/0.673497
CLIPS,	0	0	0	0	6	DZ	LARGE	DES/0.766106
LARGE	0	1	0	0	5	CLIPS,	BINDER	DES/0.982156
BINDER	0	1	0	0	6	LARGE	-	DES/0.960325
-	0	0	0	0	1	BINDER	12/EA	DES/0.994748
12/EA	0	0	0	0	5	-	$	PRICE/0.638321
$	0	0	0	1	1	12/EA	1.69	DES/0.907062
1.69	1	0	0	1	4	$	.	PRICE/0.971138

# 0.295251
UNV10210	0	0	1	0	8	.	DZ	ITEM/0.932878
DZ	0	1	0	0	2	UNV10210	CLIPS,	DES/0.764277
CLIPS,	0	0	0	0	6	DZ	MEDIUM	DES/0.797143
MEDIUM	0	1	0	0	6	CLIPS,	BINDER	DES/0.955654
BINDER	0	1	0	0	6	MEDIUM	-	DES/0.971389
-	0	0	0	0	1	BINDER	12/EA	DES/0.995243
12/EA	0	0	0	0	5	-	$	PRICE/0.638321
$	0	0	0	1	1	12/EA	0.68	DES/0.907062
0.68	1	0	0	1	4	$	.	PRICE/0.971138

# 0.252022
UNV10200	0	0	1	0	8	.	DZ	ITEM/0.925860
DZ	0	1	0	0	2	UNV10200	CLIPS,	DES/0.673497
CLIPS,	0	0	0	0	6	DZ	SMALL	DES/0.766106
SMALL	0	1	0	0	5	CLIPS,	BINDER	DES/0.982156
BINDER	0	1	0	0	6	SMALL	-	DES/0.960325
-	0	0	0	0	1	BINDER	12/EA	DES/0.994748
12/EA	0	0	0	0	5	-	$	PRICE/0.638321
$	0	0	0	1	1	12/EA	0.39	DES/0.907062
0.39	1	0	0	1	4	$	.	PRICE/0.971138

# 0.264067
GMT6003	0	0	1	0	7	.	BX	ITEM/0.872659
BX	0	1	0	0	2	GMT6003	COFFEE,	UM/0.877511
COFFEE,	0	0	0	0	7	BX	COLUMBIAN	DES/0.995049
COLUMBIAN	0	1	0	0	9	COFFEE,	FAIR	DES/0.998980
FAIR	0	1	0	0	4	COLUMBIAN	TRADE	DES/0.973016
TRADE	0	1	0	0	5	FAIR	K-CUPS	DES/0.996548
K-CUPS	0	0	0	0	6	TRADE	-	DES/0.718013
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.990687
24/EA	0	0	0	0	5	-	$	PRICE/0.579344
$	0	0	0	1	1	24/EA	12.24	DES/0.874946
12.24	1	0	0	1	5	$	.	PRICE/0.992229

# 0.279882
GMT14734	0	0	1	0	8	.	BX	ITEM/0.954904
BX	0	1	0	0	2	GMT14734	COFFEE,	UM/0.773621
COFFEE,	0	0	0	0	7	BX	GREEN	DES/0.996225
GREEN	0	1	0	0	5	COFFEE,	TEA	DES/0.950177
TEA	0	1	0	0	3	GREEN	K-CUPS	DES/0.998633
K-CUPS	0	0	0	0	6	TEA	-	DES/0.808335
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.985822
24/EA	0	0	0	0	5	-	$	PRICE/0.579344
$	0	0	0	1	1	24/EA	12.24	DES/0.874946
12.24	1	0	0	1	5	$	.	PRICE/0.992229

# 0.276553
GMT14737	0	0	1	0	8	.	BX	ITEM/0.956026
BX	0	1	0	0	2	GMT14737	COFFEE,	UM/0.773598
COFFEE,	0	0	0	0	7	BX	DECAF	DES/0.997299
DECAF	0	1	0	0	5	COFFEE,	GREEN	DES/0.991173
GREEN	0	1	0	0	5	DECAF	TEA	DES/0.993930
TEA	0	1	0	0	3	GREEN	K-CUPS	DES/0.999042
K-CUPS	0	0	0	0	6	TEA	-	DES/0.768334
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.985822
24/EA	0	0	0	0	5	-	$	PRICE/0.579344
$	0	0	0	1	1	24/EA	12.25	DES/0.874946
12.25	1	0	0	1	5	$	.	PRICE/0.992229

# 0.119500
GMT.f.C21	0	0	1	0	9	.	IoYt,9	DES/0.546904
IoYt,9	0	0	0	0	6	GMT.f.C21	BX	DES/0.626084
BX	0	1	0	0	2	IoYt,9	COFFEE,	UM/0.902658
COFFEE,	0	0	0	0	7	BX	GREEN	DES/0.985681
GREEN	0	1	0	0	5	COFFEE,	TEA/POMEGRANTED	DES/0.953303
TEA/POMEGRANTED	0	0	0	0	15	GREEN	K-CUPS	DES/0.999373
K-CUPS	0	0	0	0	6	TEA/POMEGRANTED	-	DES/0.833924
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.987164
24/EA	0	0	0	0	5	-	Si	DES/0.591907
Si	0	1	0	0	2	24/EA	$	UM/0.995501
$	0	0	0	1	1	Si	12.25	DES/0.849587
12.25	1	0	0	1	5	$	.	PRICE/0.999046

# 0.261199
GMT4061	0	0	1	0	7	.	BX	ITEM/0.864698
BX	0	1	0	0	2	GMT4061	COFFEE,	UM/0.858020
COFFEE,	0	0	0	0	7	BX	DARK	DES/0.998541
DARK	0	1	0	0	4	COFFEE,	MAGIC	DES/0.928174
MAGIC	0	1	0	0	5	DARK	K-CUPS	DES/0.998864
K-CUPS	0	0	0	0	6	MAGIC	-	DES/0.763205
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.990687
24/EA	0	0	0	0	5	-	$	PRICE/0.579344
$	0	0	0	1	1	24/EA	12.24	DES/0.874946
12.24	1	0	0	1	5	$	.	PRICE/0.992229

# 0.304177
GMT192919	0	0	1	0	9	.	BX	ITEM/0.845328
BX	0	1	0	0	2	GMT192919	COFFEE,	UM/0.871480
COFFEE,	0	0	0	0	7	BX	HOUSE	DES/0.995111
HOUSE	0	1	0	0	5	COFFEE,	BLEND	DES/0.979791
BLEND	0	1	0	0	5	HOUSE	K-CUPS	DES/0.998304
K-CUPS	0	0	0	0	6	BLEND	-	DES/0.851353
-	0	0	0	0	1	K-CUPS	24/EA	DES/0.990687
24/EA	0	0	0	0	5	-	$	PRICE/0.579344
$	0	0	0	1	1	24/EA	12.24	DES/0.874946
12.24	1	0	0	1	5	$	.	PRICE/0.992229

# 0.289441
GMT6520	0	0	1	0	7	.	BX	ITEM/0.882275
BX	0	1	0	0	2	GMT6520	COFFEE,	UM/0.875322
COFFEE,	0	0	0	0	7	BX	BREAKFAST	DES/0.993498
BREAKFAST	0	1	0	0	9	COFFEE,	BLEND	DES/0.996051
BLEND	0	1	0	0	5	BREAKFAST	K-CUPS	DES/0.997902
